activity type;reference product;code;name;unit;location;database;ISIC_num;ISIC_name;CPC_num;CPC_name;prod_category;prod_sub_category
market activity;brass removed by turning, primarily roughing, conventional;1bfdaa44ca73a2382a97c4f4d3f6f688;market for brass removed by turning, primarily roughing, conventional;kilogram;GLO;ecoinvent_3.9.1_cutoff;2592;"Treatment and coating of metals; machining";3936;Waste and scrap of other metals;AgriForeAnim;Agricultural and forestry products
market activity;road wear emissions, lorry;1179d13a35dffa860657c29ddfe62c8d;market for road wear emissions, lorry;kilogram;GLO;ecoinvent_3.9.1_cutoff;3821;Treatment and disposal of non-hazardous waste;53211;Highways (except elevated highways), streets and roads;;
market activity;melamine urea formaldehyde adhesive;76c9a979ba91bef78ef918eb50e1783a;market for melamine urea formaldehyde adhesive;kilogram;GLO;ecoinvent_3.9.1_cutoff;2029;Manufacture of other chemical products n.e.c.;35499;Other chemical products n.e.c.;Chemical;Chemical products
market activity;nuclear spent fuel conditioning facility;ac28448a3304531ab888845fd83512be;market for nuclear spent fuel conditioning facility;unit;GLO;ecoinvent_3.9.1_cutoff;4290;Construction of other civil engineering projects;54290;General construction services of other civil engineering works;;
market activity;silky fibre;cadcc417e09bdec6949ffd16eb0e5c2c;market for silky fibre;kilogram;GLO;ecoinvent_3.9.1_cutoff;2030;Manufacture of man-made fibres;26220;Artificial staple fibres, carded, combed or otherwise processed for spinning;ProcBio;Textile
market activity;tram;e285e7b7da998d67a3eb0a314ef7b4c6;market for tram;unit;GLO;ecoinvent_3.9.1_cutoff;3020;Manufacture of railway locomotives and rolling stock;49520;Self-propelled railway or tramway coaches, vans and trucks (except maintenance or service vehicles);MachElecTrans;Transport vehicles
market activity;blower and heat exchange unit, Storkair G 90;ae558e9bc5b7ad433ee3c854c51649d2;market for blower and heat exchange unit, Storkair G 90;unit;GLO;ecoinvent_3.9.1_cutoff;2819;Manufacture of other general-purpose machinery;43911;"Producer gas or water gas generators; acetylene gas generators and similar water process gas generators; disti[…]";MachElecTrans;Metal/electronic equipments and parts
market activity;oxygen, liquid;7b1c78870de54bd3dd8e2c44e512eea2;market for oxygen, liquid;kilogram;RoW;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;34210;"Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";Chemical;Chemical products
market activity;chemical, inorganic;314788525fb7ca3c3b5e00020416b469;market for chemical, inorganic;kilogram;GLO;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;342;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
market activity;heat and power co-generation unit, 200kW electrical, diesel SCR, components for heat only;2821656c3221414f251abb22cfdd098f;market for heat and power co-generation unit, 200kW electrical, diesel SCR, components for heat only;unit;GLO;ecoinvent_3.9.1_cutoff;4220;Construction of utility projects;431;Engines and turbines and parts thereof;MachElecTrans;Metal/electronic equipments and parts
market activity;process-specific burdens, sanitary landfill;27f8bb919f1f9f621d2e528d001fbced;market for process-specific burdens, sanitary landfill;kilogram;RoW;ecoinvent_3.9.1_cutoff;3821;Treatment and disposal of non-hazardous waste;39;Wastes or scraps;AgriForeAnim;Agricultural and forestry products
market activity;shavings, softwood, loose, measured as dry mass;93205578aa6e05b70d18dbee95e81ecd;market for shavings, softwood, loose, measured as dry mass;kilogram;GLO;ecoinvent_3.9.1_cutoff;1610;Sawmilling and planing of wood;39283;Non-agglomerated wood waste and scrap;AgriForeAnim;Agricultural and forestry products
market activity;meat and bone meal;61ca559a64688c9f7b0a90a4d269fc3e;market for meat and bone meal;kilogram;RoW;ecoinvent_3.9.1_cutoff;1010;Processing and preserving of meat;39110;Raw offal, inedible (including pigs' bristles, horse hair, animal guts, bird skins, feathers, bones and ivory);AgriForeAnim;Agricultural and forestry products
market activity;operation, housing system, cattle, loose, per animal unit;324c06e7b5e0d8c12b352392255074fa;market for operation, housing system, cattle, loose, per animal unit;unit;GLO;ecoinvent_3.9.1_cutoff;141;Raising of cattle and buffaloes;8612;Animal husbandry services;;
market activity;paper, woodcontaining, lightweight coated;2dac070d17fb9e86ef8eb23b567657fb;market for paper, woodcontaining, lightweight coated;kilogram;RoW;ecoinvent_3.9.1_cutoff;1701;Manufacture of pulp, paper and paperboard;321;Pulp, paper and paperboard;ProcBio;Pulp & paper
market activity;mandarin, fresh grade;8b123363da970e3d854cdc986a83c75a;market for mandarin, fresh grade;kilogram;GLO;ecoinvent_3.9.1_cutoff;123;Growing of citrus fruits;1324;Tangerines, mandarins, clementines;OreMinFuel;Ores, minerals & fuels
market activity;H3PO4 purification residue;125a2422a2b1dbc0ef0470c06a9f8471;market for H3PO4 purification residue;kilogram;GLO;ecoinvent_3.9.1_cutoff;3822;Treatment and disposal of hazardous waste;39;Wastes or scraps;AgriForeAnim;Agricultural and forestry products
market activity;heat and power co-generation unit, 50kW electrical, components for heat only;6b577a395db0a07d29e13b866abeecbe;market for heat and power co-generation unit, 50kW electrical, components for heat only;unit;GLO;ecoinvent_3.9.1_cutoff;4220;Construction of utility projects;431;Engines and turbines and parts thereof;MachElecTrans;Metal/electronic equipments and parts
market activity;grass silage, organic;eaa04a47f3430fe07d301f6cd0b3128d;market for grass silage, organic;kilogram;GLO;ecoinvent_3.9.1_cutoff;119;Growing of other non-perennial crops;1919;Forage products, n.e.c.;;
market activity;low voltage system, for Li-ion battery;af2bc656b4aafd9ed0828b956ab8984e;market for low voltage system, for Li-ion battery;kilogram;GLO;ecoinvent_3.9.1_cutoff;2720;Manufacture of batteries and accumulators;46430;Parts of primary cells, primary batteries and electric accumulators (including separators);MachElecTrans;Metal/electronic equipments and parts
market activity;washing, drying and finishing laundry;6ad788fcf901f372db9a0670583bf159;market for washing, drying and finishing laundry;kilogram;GLO;ecoinvent_3.9.1_cutoff;9601;Washing and (dry-) cleaning of textile and fur products;971;Washing, cleaning and dyeing services;;
market activity;paper mill, non-integrated;3e760f35e7ff0866a0ca969415e1a3bb;market for paper mill, non-integrated;unit;GLO;ecoinvent_3.9.1_cutoff;4290;Construction of other civil engineering projects;53269;Other constructions for manufacturing;;
market activity;residue from shredder fraction from manual dismantling;af61450bbf2d1ddcb4abac5900440236;market for residue from shredder fraction from manual dismantling;kilogram;RoW;ecoinvent_3.9.1_cutoff;3821;Treatment and disposal of non-hazardous waste;39;Wastes or scraps;AgriForeAnim;Agricultural and forestry products
market activity;calcium ammonium nitrate;9f701d0e384152628ac269a1f41381ab;market for calcium ammonium nitrate;kilogram;RoW;ecoinvent_3.9.1_cutoff;2012;Manufacture of fertilizers and nitrogen compounds;34614;Double salts and mixtures of calcium nitrate and ammonium nitrate;Chemical;Chemical products
market activity;pyridine-compound;4969908456d767db6104dbb761751504;market for pyridine-compound;kilogram;GLO;ecoinvent_3.9.1_cutoff;2021;Manufacture of pesticides and other agrochemical products;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market activity;potato seed, Swiss integrated production, for setting;2e3e70a13a97e0412a954eeb2e3ca702;market for potato seed, Swiss integrated production, for setting;kilogram;GLO;ecoinvent_3.9.1_cutoff;164;Seed processing for propagation;1260;Vegetable seeds, except beet seeds;OreMinFuel;Ores, minerals & fuels
market activity;fibre, flax;b174d4a88624f143a5f6eefff6697b66;market for fibre, flax;kilogram;GLO;ecoinvent_3.9.1_cutoff;1311;Preparation and spinning of textile fibres;1929;Other fibre crops, raw, n.e.c.;;
market activity;light clay brick;688e7b96b7e399ae066bc0e946f018a9;market for light clay brick;kilogram;GLO;ecoinvent_3.9.1_cutoff;2392;Manufacture of clay building materials;373;Refractory products and structural non-refractory clay products;GlasNonMetal;Glass and other non-metallic products
market activity;autoclaved aerated concrete block;6f87a856895cad480f48bf1a764d078e;market for autoclaved aerated concrete block;kilogram;RoW;ecoinvent_3.9.1_cutoff;2395;Manufacture of articles of concrete, cement and plaster;37510;Non-refractory mortars and concretes;GlasNonMetal;Glass and other non-metallic products
market activity;waste polyvinylchloride;106ab80c05480a88a8e1fdbd7c465299;market for waste polyvinylchloride;kilogram;RoW;ecoinvent_3.9.1_cutoff;3821;Treatment and disposal of non-hazardous waste;39270;Waste, parings and scrap of plastics;AgriForeAnim;Agricultural and forestry products
market activity;carbon dioxide, in chemical industry;637f663e5426c84d73ebcde1fb3be564;market for carbon dioxide, in chemical industry;kilogram;GLO;ecoinvent_3.9.1_cutoff;2012;Manufacture of fertilizers and nitrogen compounds;34210;"Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";Chemical;Chemical products
market activity;powertrain, for electric scooter;3e589ec10908d760d052385114ca2044;market for powertrain, for electric scooter;kilogram;GLO;ecoinvent_3.9.1_cutoff;2710;Manufacture of electric motors, generators, transformers and electricity di;49941;Parts and accessories of motorcycles and side-cars;MachElecTrans;Metal/electronic equipments and parts
market activity;oil mill;4509f09990d32a3efba9d5eca765e350;market for oil mill;unit;GLO;ecoinvent_3.9.1_cutoff;4290;Construction of other civil engineering projects;53290;Other civil engineering works;;
market activity;waste polystyrene;a1ebe42b4d2c63a874b4c316729f58e5;market for waste polystyrene;kilogram;RoW;ecoinvent_3.9.1_cutoff;3821;Treatment and disposal of non-hazardous waste;39270;Waste, parings and scrap of plastics;AgriForeAnim;Agricultural and forestry products
market activity;wastewater from tube collector production;8326a5bb4187fa927e12d7734ffcc25d;market for wastewater from tube collector production;cubic meter;RoW;ecoinvent_3.9.1_cutoff;3700;Sewerage;39990;Other wastes n.e.c.;AgriForeAnim;Agricultural and forestry products
market activity;glucose;dc969feea93bb51e6138d2b6e632c3e4;market for glucose;kilogram;GLO;ecoinvent_3.9.1_cutoff;1062;Manufacture of starches and starch products;23210;"Glucose and glucose syrup; fructose and fructose syrup; lactose and lactose syrup; invert sugar; sugars and su[…]";ProcBio;Food & beverages, animal feed
market activity;cryolite;3efb20b3606551ddd67e66177ef56ceb;market for cryolite;kilogram;GLO;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;34;Basic chemicals;Chemical;Chemical products
market activity;municipal waste incineration facility;e07e7717a1c63066d6591d9f8daec99f;market for municipal waste incineration facility;unit;GLO;ecoinvent_3.9.1_cutoff;4290;Construction of other civil engineering projects;53290;Other civil engineering works;;
market activity;cement, Portland;4515b897230bf5a672ab547a9b655c41;market for cement, Portland;kilogram;RoW;ecoinvent_3.9.1_cutoff;2394;Manufacture of cement, lime and plaster;37440;Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;GlasNonMetal;Glass and other non-metallic products
ordinary transforming activity;inert filler;ec9bded66f51645eec5fcb968593a909;sand to generic market for inert filler;kilogram;GLO;ecoinvent_3.9.1_cutoff;2394;Manufacture of cement, lime and plaster;37410;Plasters;GlasNonMetal;Glass and other non-metallic products
market activity;flyash brick;3b068c79e45729bbb6199825acd0cc98;market for flyash brick;kilogram;RoW;ecoinvent_3.9.1_cutoff;2395;Manufacture of articles of concrete, cement and plaster;3731;Bricks, blocks, tiles and other ceramic goods of siliceous earths;GlasNonMetal;Glass and other non-metallic products
market activity;iron sulfate;14925d340289f8d9800e4c0c91119632;market for iron sulfate;kilogram;RoW;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market activity;aluminium removed by drilling, computer numerical controlled;f7d5cd7e1f2dfe51cf6b50752f98ada2;market for aluminium removed by drilling, computer numerical controlled;kilogram;GLO;ecoinvent_3.9.1_cutoff;2592;"Treatment and coating of metals; machining";39363;Waste and scrap of aluminium;AgriForeAnim;Agricultural and forestry products
ordinary transforming activity;supplementary cementitious materials;16f5ec192027775224682821f0453d17;limestone, crushed, washed to generic market for supplementary cementitious materials;kilogram;RoW;ecoinvent_3.9.1_cutoff;2394;Manufacture of cement, lime and plaster;15;Stone, sand and clay;OreMinFuel;Ores, minerals & fuels
market activity;vanilla seedling, for planting;ae97c6376c1acfd6c2537710e7c5286b;market for vanilla seedling, for planting;unit;GLO;ecoinvent_3.9.1_cutoff;130;Plant propagation;1961;"Live plants; bulbs, tubers and roots; cuttings and slips; mushroom spawn";;
market activity;cement, CEM IV/B;27797437155ad8afaf5d6cd64caae922;market for cement, CEM IV/B;kilogram;RoW;ecoinvent_3.9.1_cutoff;2394;Manufacture of cement, lime and plaster;37440;Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;GlasNonMetal;Glass and other non-metallic products
market activity;[thio]carbamate-compound;ef7cbf15acc1429268635955de825e54;market for [thio]carbamate-compound;kilogram;GLO;ecoinvent_3.9.1_cutoff;2021;Manufacture of pesticides and other agrochemical products;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market activity;miscanthus rhizome, for planting;b47f2ebb189fce62de06981ea6ff0697;market for miscanthus rhizome, for planting;unit;GLO;ecoinvent_3.9.1_cutoff;130;Plant propagation;1961;"Live plants; bulbs, tubers and roots; cuttings and slips; mushroom spawn";;
market activity;chromium steel removed by turning, primarily roughing, conventional;5fcdaea26c734f5545969b65a231d67b;market for chromium steel removed by turning, primarily roughing, conventional;kilogram;GLO;ecoinvent_3.9.1_cutoff;2592;"Treatment and coating of metals; machining";39310;Slag, dross, scalings and other waste from the manufacture of iron or steel;AgriForeAnim;Agricultural and forestry products
market activity;sodium tetrafluoroborate;add234d9bd0210d2090f0a2eaff1ea6b;market for sodium tetrafluoroborate;kilogram;GLO;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;342;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
market activity;nitrogen, liquid;2ba127601085d3c181813d9d3c33b22a;market for nitrogen, liquid;kilogram;RoW;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;34210;"Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";Chemical;Chemical products
market activity;mint seedling, for planting;81e36d84d1345dacfb1bede1746102d2;market for mint seedling, for planting;unit;GLO;ecoinvent_3.9.1_cutoff;130;Plant propagation;1961;"Live plants; bulbs, tubers and roots; cuttings and slips; mushroom spawn";;
market activity;plastic flake, consumer electronics, for recycling;eb07a9726172518bfe2b9acd629237d1;market for plastic flake, consumer electronics, for recycling;kilogram;GLO;ecoinvent_3.9.1_cutoff;3830;Materials recovery;39270;Waste, parings and scrap of plastics;AgriForeAnim;Agricultural and forestry products
market activity;waste polyethylene terephthalate, for recycling, sorted;f5fb0aa72d57379f1c8a4b4cc4dab9c7;market for waste polyethylene terephthalate, for recycling, sorted;kilogram;RoW;ecoinvent_3.9.1_cutoff;3811;Collection of non-hazardous waste;39270;Waste, parings and scrap of plastics;AgriForeAnim;Agricultural and forestry products
ordinary transforming activity;de-icer;0403ac1485d58b57c066d638fa822bea;calcium chloride to generic market for de-icer;kilogram;RoW;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;34;Basic chemicals;Chemical;Chemical products
market activity;maintenance, barge;5ff422b6d72f69a5d878f98a7d174c17;market for maintenance, barge;unit;GLO;ecoinvent_3.9.1_cutoff;3315;Repair of transport equipment, except motor vehicles;87149;Maintenance and repair services of other transport equipment;;
market activity;rape meal;7fd695d68b59a13513e5901c32473db1;market for rape meal;kilogram;GLO;ecoinvent_3.9.1_cutoff;1040;Manufacture of vegetable and animal oils and fats;23319;Preparations used in animal feeding n.e.c.;ProcBio;Food & beverages, animal feed
market activity;extrusion, plastic pipes;ed330a0a9c7be03f2144f8e4307cbe0b;market for extrusion, plastic pipes;kilogram;GLO;ecoinvent_3.9.1_cutoff;2220;Manufacture of plastics products;89200;Moulding, pressing, stamping, extruding and similar plastic manufacturing services;;
market activity;injection moulding;aa13f7b5407a0e336d8d29eec4a44b33;market for injection moulding;kilogram;GLO;ecoinvent_3.9.1_cutoff;2220;Manufacture of plastics products;89200;Moulding, pressing, stamping, extruding and similar plastic manufacturing services;;
market activity;ammonium bicarbonate;7b9fc672c256b4bf825fe423670daae2;market for ammonium bicarbonate;kilogram;RoW;ecoinvent_3.9.1_cutoff;2012;Manufacture of fertilizers and nitrogen compounds;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market activity;sodium amide;74a6b4f42934f802a5cbf724884b69f8;market for sodium amide;kilogram;RoW;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;342;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
market activity;2,5-dimethylhexane-2,5-dihydroperoxide;5d803d215dc22df2449eb16876ed5484;market for 2,5-dimethylhexane-2,5-dihydroperoxide;kilogram;GLO;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;34150;"Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]";Chemical;Chemical products
market activity;avocado;b06f3767f8adb40e883a49c75633b82e;market for avocado;kilogram;GLO;ecoinvent_3.9.1_cutoff;122;Growing of tropical and subtropical fruits;1311;Avocados;OreMinFuel;Ores, minerals & fuels
market activity;heat and power co-generation unit, 500kW electrical, common components for heat+electricity;866f6e43f3a6259df09ed114ad8895ea;market for heat and power co-generation unit, 500kW electrical, common components for heat+electricity;unit;GLO;ecoinvent_3.9.1_cutoff;4220;Construction of utility projects;53262;Power plants;;
market activity;lubricating oil;d83acfba43458f2b1ace32123e313f79;market for lubricating oil;kilogram;RoW;ecoinvent_3.9.1_cutoff;1920;Manufacture of refined petroleum products;33380;Lubricants;OreMinFuel;Ores, minerals & fuels
market activity;pitch;dc17e05e556b240e013fe6dcd19fad70;market for pitch;kilogram;RoW;ecoinvent_3.9.1_cutoff;1920;Manufacture of refined petroleum products;34540;"Oils and other products of the distillation of high temperature coal tar, and similar products; pitch and pitc[…]";Chemical;Chemical products
market activity;ferrous metal, in mixed metal scrap;e6fe5f664ed57e1f31b5613aa82e99d2;market for ferrous metal, in mixed metal scrap;kilogram;RoW;ecoinvent_3.9.1_cutoff;3830;Materials recovery;39340;Ferrous waste and scrap;AgriForeAnim;Agricultural and forestry products
market activity;used beverage cans;2e38ffbc3d30513f75b6f96de9b52352;market for used beverage cans;kilogram;RoW;ecoinvent_3.9.1_cutoff;3830;Materials recovery;39363;Waste and scrap of aluminium;AgriForeAnim;Agricultural and forestry products
market activity;refrigeration machine, carbon dioxide, liquid as refrigerant;92b3b3bc9c64e3e9f81b561a84b2b1e8;market for refrigeration machine, carbon dioxide, liquid as refrigerant;unit;GLO;ecoinvent_3.9.1_cutoff;2920;"Manufacture of bodies (coachwork) for motor vehicles; manufacture of traile";43913;Refrigerating and freezing equipment and heat pumps, except household type equipment;MachElecTrans;Metal/electronic equipments and parts
market activity;residues, MSWI-WWT, WW from black chrome coating;ed1fa5540fb455b4aaa626238b7468eb;market for residues, MSWI-WWT, WW from black chrome coating;kilogram;GLO;ecoinvent_3.9.1_cutoff;3821;Treatment and disposal of non-hazardous waste;3932;Ash and residue (except from the manufacture of iron or steel), containing metals or metallic compounds, except[…];AgriForeAnim;Agricultural and forestry products
market activity;sewage sludge, 70% water, WWT, WW from wafer fabrication;5191e5616a3d57b9b3851d236bc12116;market for sewage sludge, 70% water, WWT, WW from wafer fabrication;kilogram;RoW;ecoinvent_3.9.1_cutoff;3821;Treatment and disposal of non-hazardous waste;39920;Sewage sludge;AgriForeAnim;Agricultural and forestry products
market activity;dishwasher;753c904a213f77df6c3a123d11c89562;market for dishwasher;unit;GLO;ecoinvent_3.9.1_cutoff;2750;Manufacture of domestic appliances;44812;Dishwashing machines and clothes or linen washing or drying machines, household type, electric or non-electric;MachElecTrans;Metal/electronic equipments and parts
market activity;solvent, organic;864c358f9f6012bc0f8fb9d6ace2c973;market for solvent, organic;kilogram;GLO;ecoinvent_3.9.1_cutoff;20;Manufacture of chemicals and chemical products;341;Basic organic chemicals;Chemical;Chemical products
market activity;latex;a23ff5a5512f239248b86d5706a7c4e4;market for latex;kilogram;RoW;ecoinvent_3.9.1_cutoff;2013;Manufacture of plastics and synthetic rubber in primary forms;34790;"Other plastics in primary forms; ion exchangers";PlastRub;Plastics & rubber products
market activity;bottom ash, MSWI-WWT, WW from hard fibreboard production;c393d38d4c806f3f9dd0ced95b1c3aab;market for bottom ash, MSWI-WWT, WW from hard fibreboard production;kilogram;RoW;ecoinvent_3.9.1_cutoff;3821;Treatment and disposal of non-hazardous waste;3932;Ash and residue (except from the manufacture of iron or steel), containing metals or metallic compounds, except[…];AgriForeAnim;Agricultural and forestry products
market activity;cast iron removed by drilling, conventional;8c02c1f7e84f8403e44234abbc12ecc1;market for cast iron removed by drilling, conventional;kilogram;GLO;ecoinvent_3.9.1_cutoff;2592;"Treatment and coating of metals; machining";39310;Slag, dross, scalings and other waste from the manufacture of iron or steel;AgriForeAnim;Agricultural and forestry products
market activity;mine infrastructure, vermiculite;e4951f67ac770836e2579e0882abf8a9;market for mine infrastructure, vermiculite;unit;GLO;ecoinvent_3.9.1_cutoff;4290;Construction of other civil engineering projects;53261;Mining constructions;;
market activity;bottom ash, MSWI-WWT, WW from plywood production;a26b685579834e78e8dd7168ee1bc295;market for bottom ash, MSWI-WWT, WW from plywood production;kilogram;GLO;ecoinvent_3.9.1_cutoff;3821;Treatment and disposal of non-hazardous waste;3932;Ash and residue (except from the manufacture of iron or steel), containing metals or metallic compounds, except[…];AgriForeAnim;Agricultural and forestry products
market activity;mine infrastructure, open cast, ilmenite from hard-rock ore;9643be5bfd011c5c6b43ac1584fc3014;market for mine infrastructure, open cast, ilmenite from hard-rock ore;unit;GLO;ecoinvent_3.9.1_cutoff;4290;Construction of other civil engineering projects;53261;Mining constructions;;
market activity;bottom ash, MSWI-WWT, WW from liquid crystal production;a838eff82783bf5e8cf2c90c5190831f;market for bottom ash, MSWI-WWT, WW from liquid crystal production;kilogram;GLO;ecoinvent_3.9.1_cutoff;3821;Treatment and disposal of non-hazardous waste;3932;Ash and residue (except from the manufacture of iron or steel), containing metals or metallic compounds, except[…];AgriForeAnim;Agricultural and forestry products
market activity;containerboard, fluting medium;b8c928211d3f7530284b95ec0b9f5799;market for containerboard, fluting medium;kilogram;RoW;ecoinvent_3.9.1_cutoff;1702;Manufacture of corrugated paper and paperboard and of containers of paper a;32151;Corrugated paper and paperboard;ProcBio;Pulp & paper
market activity;synthetic gas;883c2d13129897c1826ee3ca30bc7dc2;market for synthetic gas;cubic meter;RoW;ecoinvent_3.9.1_cutoff;3520;"Manufacture of gas; distribution of gaseous fuels through mains";17200;Coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons;OreMinFuel;Ores, minerals & fuels
market activity;cottonseed oil, crude;076f157d3912ee401ae16c508fd857a7;market for cottonseed oil, crude;kilogram;GLO;ecoinvent_3.9.1_cutoff;1040;Manufacture of vegetable and animal oils and fats;21681;Cottonseed oil, crude;ProcBio;Food & beverages, animal feed
market activity;contouring, brass;1a3d7b9381157cdda1d1a1026dbbe83e;market for contouring, brass;kilogram;GLO;ecoinvent_3.9.1_cutoff;2592;"Treatment and coating of metals; machining";88731;Metal treatment and coating services;;
market activity;television;78fcfb9cc9f1b33b7aac8afa5768f8b7;market for television;unit;GLO;ecoinvent_3.9.1_cutoff;2640;Manufacture of consumer electronics;88744;Consumer electronics manufacturing services;;
market activity;wind turbine, 4.5MW, onshore;0acfe7ce21776fc47624167459b5a5bd;market for wind turbine, 4.5MW, onshore;unit;GLO;ecoinvent_3.9.1_cutoff;2811;Manufacture of engines and turbines, except aircraft, vehicle and cycle eng;53262;Power plants;;
market activity;furnace, wood chips, hardwood storage area, 1000kW;735ed83b260790bd631709fa25591669;market for furnace, wood chips, hardwood storage area, 1000kW;unit;GLO;ecoinvent_3.9.1_cutoff;2815;Manufacture of ovens, furnaces and furnace burners;43420;"Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]";MachElecTrans;Metal/electronic equipments and parts
market activity;nickel-rich materials;744cab769813439bc2207edee7cc3427;market for nickel-rich materials;kilogram;GLO;ecoinvent_3.9.1_cutoff;2420;Manufacture of basic precious and other non-ferrous metals;41412;"Unrefined copper; copper anodes for electrolytic refining";MetalAlloy;Basic metals & alloys, their semi-finished products
market activity;bitumen seal;4b7b620b2d0bdf7250fa199dee87bc07;market for bitumen seal;kilogram;GLO;ecoinvent_3.9.1_cutoff;2399;Manufacture of other non-metallic mineral products n.e.c.;37940;Bituminous mixtures based on natural and artificial stone materials and bitumen, natural asphalt or related su[…];GlasNonMetal;Glass and other non-metallic products
market activity;permanent magnet, for electric motor;7be7022536a546729b3f348653fdd668;market for permanent magnet, for electric motor;kilogram;GLO;ecoinvent_3.9.1_cutoff;2599;Manufacture of other fabricated metal products n.e.c.;46131;Parts of electric motors, generators and the like;MachElecTrans;Metal/electronic equipments and parts
market activity;maintenance, train, passenger, long distance;cc9bea49c2f3c3b0cfda2d34130a272d;market for maintenance, train, passenger, long distance;unit;GLO;ecoinvent_3.9.1_cutoff;3315;Repair of transport equipment, except motor vehicles;87149;Maintenance and repair services of other transport equipment;;
market activity;waste gypsum plasterboard;3576e16bbd7ab16434abc5f6e43c88ca;market for waste gypsum plasterboard;kilogram;GLO;ecoinvent_3.9.1_cutoff;3830;Materials recovery;39990;Other wastes n.e.c.;AgriForeAnim;Agricultural and forestry products
market activity;polystyrene foam slab with graphite, 6% recycled;2b80d977852f934afb981733bf28cc6d;market for polystyrene foam slab with graphite, 6% recycled;kilogram;GLO;ecoinvent_3.9.1_cutoff;2220;Manufacture of plastics products;363;Semi-manufactures of plastics;PlastRub;Plastics & rubber products
market activity;sawnwood, softwood, raw, dried (u=10%);3a6ef130f69301451623f07c681afe8c;market for sawnwood, softwood, raw, dried (u=10%);cubic meter;RoW;ecoinvent_3.9.1_cutoff;1610;Sawmilling and planing of wood;31101;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of coniferous wood;ProcBio;Wood, straw & cork
market activity;potassium nitrate, agricultural grade;5d05a333844f7667c0264d0b2b641f0a;market for potassium nitrate, agricultural grade;kilogram;GLO;ecoinvent_3.9.1_cutoff;2012;Manufacture of fertilizers and nitrogen compounds;34646;Potassium nitrate;Chemical;Chemical products
market activity;assembly of generator and motor, auxilliaries and energy use, heat and power co-generation unit, 160kW electrical;9905d3d95771812cce584734bf5a95b1;market for assembly of generator and motor, auxilliaries and energy use, heat and power co-generation unit, 160kW;unit;GLO;ecoinvent_3.9.1_cutoff;2811;Manufacture of engines and turbines, except aircraft, vehicle and cycle eng;88761;Engines and turbine manufacturing services;;
market activity;monochlorobenzene;acbf8c77df3d14c719c7156c91e11190;market for monochlorobenzene;kilogram;RoW;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;34110;Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives;Chemical;Chemical products
market activity;tanker, for petroleum;fa8ac30a840f2293cc0efe8ba527a637;market for tanker, for petroleum;unit;GLO;ecoinvent_3.9.1_cutoff;3011;Building of ships and floating structures;49312;Tankers (ships);MachElecTrans;Transport vehicles
market activity;residue from Na-dichromate production;45a84d4a595df17289c4b18c50dffaf3;market for residue from Na-dichromate production;kilogram;GLO;ecoinvent_3.9.1_cutoff;3822;Treatment and disposal of hazardous waste;39;Wastes or scraps;AgriForeAnim;Agricultural and forestry products
market activity;mini CHP plant, components for heat only;270b3f266134eac413863b268fb64248;market for mini CHP plant, components for heat only;unit;GLO;ecoinvent_3.9.1_cutoff;2811;Manufacture of engines and turbines, except aircraft, vehicle and cycle eng;53262;Power plants;;
market activity;fosetyl-Al;60eccfb05dccf174b2561c7776f81973;market for fosetyl-Al;kilogram;GLO;ecoinvent_3.9.1_cutoff;2021;Manufacture of pesticides and other agrochemical products;34662;Fungicides;Chemical;Chemical products
